,start,node,geometry,count
1015,6453,new_obj_1000,"LINESTRING (-21.7971064 64.134199, -21.79790311120879 64.13370386778918)",304
1016,6471,10751,"LINESTRING (-21.8924827 64.1458727, -21.8922942 64.14533950000001)",4
1017,6473,2815,"LINESTRING (-21.9158917 64.1359109, -21.914762 64.135749)",84
1018,6473,8375,"LINESTRING (-21.9158917 64.1359109, -21.9176259 64.13611179999999)",1557
1019,6483,9367,"LINESTRING (-21.5615031 64.2042624, -21.5570668 64.19818050000001)",7
1020,6487,9932,"LINESTRING (-21.8557052 64.0993106, -21.8574065 64.100009)",12
1021,6494,new_obj_1990,"LINESTRING (-21.7730849 64.1512781, -21.77238454975143 64.15133180014858)",23
1022,6497,new_obj_71,"LINESTRING (-21.6300565 64.1005811, -21.63162120017254 64.10098480006684)",30
1023,6513,7908,"LINESTRING (-21.9450462 64.1559439, -21.945526 64.1558065)",15
1024,6540,6353,"LINESTRING (-21.4123176 64.3693698, -21.4077022 64.3607758)",15
1025,6541,14335,"LINESTRING (-21.8579389 64.1250194, -21.8570754 64.12535370000001)",15
1026,6552,new_obj_527,"LINESTRING (-21.8794547 64.1240409, -21.88046319395744 64.12282084485479)",3
1027,6555,3853,"LINESTRING (-21.8145391 64.1217326, -21.8148384 64.12193430000001)",380
1028,6559,15195,"LINESTRING (-21.8980117 64.11767709999999, -21.8994024 64.1152562)",409
1029,6569,5069,"LINESTRING (-21.6947848 64.20708569999999, -21.6967341 64.2070686)",15
1030,6584,6790,"LINESTRING (-21.4491216 64.34975009999999, -21.4461985 64.350385)",15
1031,6587,13064,"LINESTRING (-21.6573572 64.0947451, -21.6594594 64.0951091)",72
1032,6587,new_obj_30,"LINESTRING (-21.6573572 64.0947451, -21.65788110018119 64.0953491500711)",18
1033,6591,12104,"LINESTRING (-21.459232 64.28635250000001, -21.4610133 64.28858750000001)",15
1034,6596,2575,"LINESTRING (-21.6980596 64.1728212, -21.6974152 64.1720839)",15
1035,6597,14790,"LINESTRING (-21.8453699 64.1255156, -21.8431412 64.124442)",31
1036,6597,new_obj_738,"LINESTRING (-21.8453699 64.1255156, -21.8491933500648 64.12744310003751)",8
1037,6607,11165,"LINESTRING (-21.4009112 64.2959177, -21.4026962 64.2955237)",15
1038,6618,new_obj_1981,"LINESTRING (-21.6457969 64.15136339999999, -21.65265349996631 64.15185900002855)",15
1039,6621,3606,"LINESTRING (-21.7880796 64.2166727, -21.7832756 64.215378)",1781
1040,6621,13082,"LINESTRING (-21.7880796 64.2166727, -21.7907358 64.21740389999999)",466
1041,6622,7615,"LINESTRING (-21.6185442 64.11213979999999, -21.6195221 64.11208310000001)",60
1042,6627,2509,"LINESTRING (-21.8263757 64.1098673, -21.8259058 64.1100338)",8
1043,6630,11986,"LINESTRING (-21.5329405 64.179558, -21.5331156 64.18046820000001)",15
1044,6654,7219,"LINESTRING (-21.7767839 64.1126678, -21.7755903 64.11341229999999)",15
1045,6678,15556,"LINESTRING (-21.8255054 64.0970616, -21.819823 64.091685)",409
1046,6685,3130,"LINESTRING (-21.7807959 64.1507165, -21.7800799 64.1503826)",6
1047,6690,2746,"LINESTRING (-21.7902319 64.1031321, -21.7868692 64.1026231)",6
1048,6691,1565,"LINESTRING (-21.7686959 64.07317279999999, -21.7915819 64.0678429, -21.7922569 64.0675664, -21.8005235 64.0581498)",400
1049,6691,7250,"LINESTRING (-21.7686959 64.07317279999999, -21.7523125 64.0781369)",98
1050,6695,15029,"LINESTRING (-21.8048887 64.1361639, -21.8045438 64.1365607)",2
1051,6695,15590,"LINESTRING (-21.8048887 64.1361639, -21.8072789 64.13653909999999)",12
1052,6695,new_obj_1044,"LINESTRING (-21.8048887 64.1361639, -21.79958769976833 64.13502390027473)",104
1053,6697,3644,"LINESTRING (-21.8342068 64.2676677, -21.8349299 64.2699432)",506
1054,6697,15662,"LINESTRING (-21.8342068 64.2676677, -21.8339598 64.2666796)",1534
1055,6699,9980,"LINESTRING (-21.6305727 64.3232588, -21.6333059 64.3218363)",15
1056,6701,2158,"LINESTRING (-21.7720743 64.1381495, -21.7731227 64.13814290000001)",30
1057,6701,11861,"LINESTRING (-21.7720743 64.1381495, -21.7709918 64.1383549)",15
1058,6712,4466,"LINESTRING (-21.821892 64.1144591, -21.8207479 64.1152696)",18
1059,6712,new_obj_342,"LINESTRING (-21.821892 64.1144591, -21.82230005004355 64.11410725002911)",17
1060,6724,13950,"LINESTRING (-21.8021425 64.1520561, -21.8059409 64.1450404)",35
1061,6734,13737,"LINESTRING (-21.9487212 64.1264407, -21.9484239 64.12685810000001)",15
1062,6741,5149,"LINESTRING (-21.4040499 64.2784716, -21.398913 64.28049799999999)",30
1063,6747,12811,"LINESTRING (-21.6686426 64.2933221, -21.6691762 64.2935961)",15
1064,6766,3789,"LINESTRING (-21.8327937 64.1128933, -21.833369 64.11289619999999)",8
1065,6790,7045,"LINESTRING (-21.4461985 64.350385, -21.4519471 64.35350680000001)",30
1066,6795,8429,"LINESTRING (-21.5516044 64.3408596, -21.55479009993805 64.33854820009697, -21.5573387 64.3356237)",29
1067,6798,520,"LINESTRING (-21.812703 64.2285871, -21.8134331 64.2298203)",4
1068,6804,10487,"LINESTRING (-21.9440302 64.14868180000001, -21.9443577 64.1481574)",1
1069,6808,6008,"LINESTRING (-21.9535523 64.14901709999999, -21.9522236 64.1497068)",395
1070,6809,1619,"LINESTRING (-22.001337 64.1577394, -22.0031438 64.1559819)",1
1071,6812,2165,"LINESTRING (-21.6529097 64.32825889999999, -21.6543576 64.3301342)",92
1072,6819,6948,"LINESTRING (-21.7178848 64.1633132, -21.717631 64.163113)",15
1073,6820,new_obj_1094,"LINESTRING (-21.7364218 64.1362314, -21.73436110014334 64.13569610008831)",1
1074,6820,new_obj_1201,"LINESTRING (-21.7364218 64.1362314, -21.73913255350186 64.13681986103478)",14
1075,6845,11006,"LINESTRING (-21.8203719 64.1239459, -21.8166385 64.1239829)",112
1076,6845,new_obj_1263,"LINESTRING (-21.8203719 64.1239459, -21.82301635014325 64.12399655028193)",2871
1077,6850,11326,"LINESTRING (-21.8277675 64.240953, -21.8237289 64.23818009999999)",1703
1078,6850,new_obj_2360,"LINESTRING (-21.8277675 64.240953, -21.82944930142967 64.24274675534359)",478
1079,6860,11046,"LINESTRING (-21.5872794 64.3333224, -21.5862801 64.3341722)",4
1080,6867,6724,"LINESTRING (-21.8016108 64.15213850000001, -21.8021425 64.1520561)",11
1081,6868,9500,"LINESTRING (-21.2918611 64.3640468, -21.3030268 64.36348630000001)",14
1082,6872,14802,"LINESTRING (-21.6339469 64.2914571, -21.6349573 64.2917619)",15
1083,6884,new_obj_2348,"LINESTRING (-21.6975576 64.1945266, -21.69817133413808 64.19440424232836)",24
1084,6889,2598,"LINESTRING (-21.7185187 64.2960472, -21.7158051 64.2954903)",3
1085,6889,new_obj_2379,"LINESTRING (-21.7185187 64.2960472, -21.72132339992056 64.29623025003832)",196
1086,6907,11721,"LINESTRING (-21.7632765 64.17803670000001, -21.750144 64.1795975)",15
1087,6914,1335,"LINESTRING (-21.7560166 64.15534150000001, -21.7603934 64.1545899)",269
1088,6914,3037,"LINESTRING (-21.7560166 64.15534150000001, -21.7513892 64.15573000000001)",38
1089,6919,8190,"LINESTRING (-21.7072643 64.33333589999999, -21.7212808 64.33310160000001)",1177
1090,6919,13734,"LINESTRING (-21.7072643 64.33333589999999, -21.7041306 64.3335848)",263
1091,6921,6914,"LINESTRING (-21.7563903 64.1559166, -21.7561749 64.15557339999999, -21.7560166 64.15534150000001)",15
1092,6924,9819,"LINESTRING (-21.9537643 64.13299550000001, -21.9522051 64.1327402)",12
1093,6924,14009,"LINESTRING (-21.9537643 64.13299550000001, -21.9552632 64.133332)",2
1094,6925,15672,"LINESTRING (-21.8837821 64.1466631, -21.8851508 64.1466393)",4
1095,6926,6596,"LINESTRING (-21.6983816 64.17317869999999, -21.6980596 64.1728212)",15
1096,6929,new_obj_609,"LINESTRING (-21.73640690010557 64.12541635005064, -21.73690049972473 64.12518980017072, -21.7383775 64.1255917)",2
1097,6945,15719,"LINESTRING (-21.9202191 64.1425916, -21.9197152 64.1430988)",3
1098,6948,6079,"LINESTRING (-21.717631 64.163113, -21.7191798 64.1622047)",12
1099,6948,7157,"LINESTRING (-21.717631 64.163113, -21.7160877 64.1642985)",3
1100,6953,new_obj_922,"LINESTRING (-21.76441214985915 64.13207670006996, -21.7599984 64.13213, -21.759941 64.1316611)",239
1101,6973,3,"LINESTRING (-21.7440271 64.0596529, -21.7458194 64.0618473)",15
1102,6975,5479,"LINESTRING (-21.5910065 64.30174049999999, -21.5831995 64.3053938)",105
1103,6977,new_obj_748,"LINESTRING (-21.9027147 64.12632429999999, -21.90771954983134 64.12723850010224)",1
1104,6980,14650,"LINESTRING (-21.7715378 64.2120121, -21.7749516 64.213134)",462
1105,6980,14736,"LINESTRING (-21.7715378 64.2120121, -21.7674331 64.21036460000001)",1807
1106,6989,1822,"LINESTRING (-21.530577 64.3391195, -21.53054775023056 64.33844435026168, -21.5311718 64.337282)",15
1107,6993,9206,"LINESTRING (-21.7062284 64.2076768, -21.706862 64.207796)",34
1108,7035,new_obj_799,"LINESTRING (-21.950033 64.1284392, -21.95092589823995 64.12866600680216)",15
1109,7045,11543,"LINESTRING (-21.4647208 64.3538743, -21.4554866 64.3532819, -21.45457364993311 64.35320500021031, -21.4519471 64.35350680000001)",238
1110,7045,13540,"LINESTRING (-21.4519471 64.35350680000001, -21.4121671 64.3568583)",394
1111,7055,2339,"LINESTRING (-21.4656559 64.2028188, -21.467256 64.2024421, -21.4701352 64.20194499999999, -21.4711276 64.2018432)",457
1112,7055,new_obj_2327,"LINESTRING (-21.4656559 64.2028188, -21.46257665015662 64.20399690009455)",9
1113,7059,458,"LINESTRING (-21.6281298 64.18049619999999, -21.6302393 64.18045619999999)",846
1114,7059,13152,"LINESTRING (-21.6281298 64.18049619999999, -21.627042 64.1805169)",3
1115,7060,9323,"LINESTRING (-21.5976781 64.1845039, -21.598247 64.18376309999999)",15
1116,7070,13950,"LINESTRING (-21.8064661 64.1450956, -21.8059409 64.1450404)",13
1117,7074,3381,"LINESTRING (-21.7769087 64.0980782, -21.7755852 64.0986386)",2
1118,7074,new_obj_107,"LINESTRING (-21.77790902714726 64.09756103760445, -21.7772836 64.09779690000001, -21.7769087 64.0980782)",2
1119,7108,3,"LINESTRING (-21.7366713 64.0633697, -21.7458194 64.0618473)",1
1120,7108,1796,"LINESTRING (-21.7366713 64.0633697, -21.72964725019829 64.06591405008582, -21.7317495 64.0672108)",42
1121,7121,1162,"LINESTRING (-21.6738623 64.1384005, -21.6731185 64.13864289999999)",22
1122,7125,2031,"LINESTRING (-21.7639105 64.08533749999999, -21.7631916 64.0858234)",15
1123,7127,8713,"LINESTRING (-21.609519 64.3636475, -21.5753765 64.3643872)",383
1124,7127,14693,"LINESTRING (-21.609519 64.3636475, -21.6394962 64.3581267)",392
1125,7149,10769,"LINESTRING (-21.6589964 64.35447189999999, -21.6498449 64.3557077)",30
1126,7150,1324,"LINESTRING (-21.8384019 64.11338979999999, -21.8404002 64.1137117)",8
1127,7157,new_obj_2202,"LINESTRING (-21.7160877 64.1642985, -21.71651589973752 64.1645498001228)",3
1128,7160,15400,"LINESTRING (-21.7520884 64.12994519999999, -21.7525698 64.1300512)",28
1129,7161,1725,"LINESTRING (-21.6651087 64.29622519999999, -21.6622442 64.2991562)",16
1130,7161,12811,"LINESTRING (-21.6651087 64.29622519999999, -21.6691762 64.2935961)",140
1131,7164,2734,"LINESTRING (-21.7653203 64.0904037, -21.7593903 64.09179640000001)",224
1132,7164,9270,"LINESTRING (-21.7620213 64.089382, -21.7627571 64.0896027, -21.7636174 64.0898114, -21.7653203 64.0904037)",392
1133,7173,12705,"LINESTRING (-21.667042 64.2112214, -21.6654839 64.2077743)",15
1134,7182,5038,"LINESTRING (-21.7762996 64.0789649, -21.7660319 64.07634400000001)",15
1135,7184,1804,"LINESTRING (-21.409707 64.20678700000001, -21.4297431 64.20941879999999)",15
1136,7185,10563,"LINESTRING (-21.6756384 64.1441797, -21.6793605 64.1425289)",93
1137,7185,12775,"LINESTRING (-21.6756384 64.1441797, -21.6679606 64.1404148)",168
1138,7185,new_obj_1881,"LINESTRING (-21.6756384 64.1441797, -21.6638651499872 64.15072555020636)",86
1139,7194,13486,"LINESTRING (-21.8780061 64.2419354, -21.876783 64.241913)",15
1140,7200,2279,"LINESTRING (-21.6164552 64.174166, -21.6169254 64.17397339999999)",15
1141,7206,9844,"LINESTRING (-21.679362 64.1016781, -21.6851893 64.1009749)",24
1142,7213,14283,"LINESTRING (-21.8170537 64.1241678, -21.8196656 64.12412809999999, -21.8206933 64.1241133)",27
1143,7213,new_obj_1263,"LINESTRING (-21.8206933 64.1241133, -21.82301635014325 64.12399655028193)",104
1144,7214,new_obj_502,"LINESTRING (-21.7967562 64.12358450000001, -21.79631859999307 64.12384090013433)",18
1145,7219,new_obj_407,"LINESTRING (-21.7755903 64.11341229999999, -21.77665436010553 64.11387397534362)",15
1146,7222,3527,"LINESTRING (-21.6409196 64.108615, -21.6401773 64.1090645)",42
1147,7228,new_obj_1515,"LINESTRING (-21.9062816 64.1427214, -21.90585746726778 64.14255676251342)",16
1148,7228,new_obj_1560,"LINESTRING (-21.90750413579159 64.14284161611985, -21.9067021 64.14278539999999, -21.9062816 64.1427214)",7
1149,7229,11988,"LINESTRING (-21.7821192 64.0578364, -21.7772271 64.05867720000001)",28
1150,7229,new_obj_2,"LINESTRING (-21.7821192 64.0578364, -21.78254205026649 64.0576956001961)",4
1151,7234,5828,"LINESTRING (-21.4633859 64.2833284, -21.54700609998556 64.22615965002771, -21.5505071 64.2241685)",24
1152,7234,10513,"LINESTRING (-21.4633859 64.2833284, -21.4634463 64.28419959999999)",10
1153,7247,4379,"LINESTRING (-21.6930465 64.1652792, -21.6935306 64.16530659999999)",84
1154,7247,new_obj_2190,"LINESTRING (-21.68861757784488 64.16363053266413, -21.6906706 64.164509, -21.6930465 64.1652792)",1
1155,7250,6691,"LINESTRING (-21.7523125 64.0781369, -21.7686959 64.07317279999999)",399
1156,7250,15803,"LINESTRING (-21.7523125 64.0781369, -21.7543378 64.0792055)",196
1157,7251,4300,"LINESTRING (-21.9199729 64.1462781, -21.918265 64.1458694)",14
1158,7251,new_obj_1951,"LINESTRING (-21.9199729 64.1462781, -21.9211717971625 64.14673246614585)",30
1159,7262,15981,"LINESTRING (-21.7017889 64.1018728, -21.6910028 64.1001445)",3
1160,7286,15066,"LINESTRING (-21.8865185 64.2417987, -21.8840467 64.2415075)",15
1161,7290,15736,"LINESTRING (-21.6826915 64.17989970000001, -21.6824225 64.18063220000001)",2
1162,7314,13618,"LINESTRING (-21.7975752 64.2189636, -21.7971739 64.21914409999999)",15
1163,7317,4381,"LINESTRING (-21.962336 64.13779890000001, -21.9628427 64.1383927)",4
1164,7320,3503,"LINESTRING (-21.678093 64.1202595, -21.6803097 64.12031330000001)",15
1165,7333,6925,"LINESTRING (-21.8819519 64.14671, -21.8837821 64.1466631)",4
1166,7333,8011,"LINESTRING (-21.882234 64.1459943, -21.882161 64.14622749999999, -21.8819519 64.14671)",1
1167,7340,2820,"LINESTRING (-21.7825306 64.3057787, -21.7754012 64.309023)",250
1168,7340,3332,"LINESTRING (-21.7825306 64.3057787, -21.7889088 64.3010103, -21.7907783 64.2984316)",1261
1169,7341,new_obj_2,"LINESTRING (-21.7913901 64.0519303, -21.78254205026649 64.0576956001961)",15
1170,7347,10390,"LINESTRING (-21.7944428 64.1051547, -21.7943964 64.1062163, -21.7955929 64.10706159999999)",15
1171,7351,14459,"LINESTRING (-21.7267438 64.1652754, -21.7263131 64.1656756, -21.7244817 64.1666285)",12
1172,7354,5002,"LINESTRING (-21.8277152 64.1241577, -21.82538 64.12404600000001)",5
1173,7361,13519,"LINESTRING (-21.8388638 64.1064209, -21.8396076 64.1065078)",8
1174,7368,new_obj_2004,"LINESTRING (-21.8724056 64.15036430000001, -21.88031804969406 64.15167390021429)",7
1175,7377,new_obj_2390,"LINESTRING (-21.6444512 64.3167861, -21.64875105004548 64.31501615003025)",30
1176,7393,15694,"LINESTRING (-21.3986586 64.35922239999999, -21.3805812999301 64.35703965004897, -21.3815272 64.3552456)",15
1177,7404,new_obj_60,"LINESTRING (-21.8235534 64.09857820000001, -21.82669340322331 64.09917941526315)",11
1178,7422,13981,"LINESTRING (-21.6517255 64.3152819, -21.6507466 64.31742560000001)",62
1179,7423,11933,"LINESTRING (-21.7178606 64.15678680000001, -21.7086867 64.156029)",7
1180,7423,13060,"LINESTRING (-21.7178606 64.15678680000001, -21.7222749 64.1577423)",62
1181,7425,11307,"LINESTRING (-21.5169984 64.19419980000001, -21.5307622 64.1904467)",527
1182,7427,7160,"LINESTRING (-21.7496483 64.1289044, -21.7520884 64.12994519999999)",28
1183,7429,16046,"LINESTRING (-21.8296918 64.2517593, -21.8297401 64.24826, -21.8296557 64.24361620000001)",496
1184,7429,new_obj_2360,"LINESTRING (-21.8296557 64.24361620000001, -21.82944930142967 64.24274675534359)",1586
1185,7445,6591,"LINESTRING (-21.4615789 64.28551109999999, -21.459232 64.28635250000001)",15
1186,7450,7222,"LINESTRING (-21.6452671 64.1089559, -21.6409196 64.108615)",3
1187,7466,5342,"LINESTRING (-21.7880023 64.2218197, -21.7921376 64.21808830000001)",15
1188,7473,13646,"LINESTRING (-21.6577102 64.1631431, -21.6609609 64.1636365)",51
1189,7477,3936,"LINESTRING (-21.6674244 64.1571234, -21.6711424 64.15849849999999)",128
1190,7477,13368,"LINESTRING (-21.6674244 64.1571234, -21.6650105 64.1561789)",150
1191,7487,new_obj_1944,"LINESTRING (-21.9563276 64.14594460000001, -21.95526907657874 64.14633431020896)",1
1192,7505,new_obj_1171,"LINESTRING (-21.8773221 64.1379438, -21.87552434308745 64.13660283939154)",14
1193,7505,new_obj_1325,"LINESTRING (-21.8773221 64.1379438, -21.87845456780407 64.13850427056983)",3
1194,7513,11169,"LINESTRING (-21.7935223 64.09748759999999, -21.7963965 64.0972239)",384
1195,7513,new_obj_108,"LINESTRING (-21.7935223 64.09748759999999, -21.79297535003938 64.09750665008396)",12
1196,7516,new_obj_1722,"LINESTRING (-21.928758 64.1463749, -21.92642634987944 64.14595495007677)",6
1197,7517,new_obj_696,"LINESTRING (-21.7914753 64.1258957, -21.79390331149026 64.12551036591704)",1
1198,7522,15420,"LINESTRING (-21.740268 64.1397959, -21.7416569 64.1380727)",15
1199,7525,10060,"LINESTRING (-21.601063 64.3176426, -21.5937513 64.3159593)",6
1200,7525,12095,"LINESTRING (-21.601063 64.3176426, -21.605175 64.3177148)",312
1201,7536,5149,"LINESTRING (-21.4086784 64.2876997, -21.398913 64.28049799999999)",288
1202,7536,13158,"LINESTRING (-21.4086784 64.2876997, -21.4117806 64.2892939)",32
1203,7538,3791,"LINESTRING (-21.8558597 64.1014955, -21.8531763 64.1021303)",12
1204,7541,new_obj_1237,"LINESTRING (-21.8657473 64.1313919, -21.86290985553065 64.13029821449369)",7
1205,7543,12370,"LINESTRING (-21.8887702 64.1465788, -21.8892929 64.1465566)",4
1206,7581,new_obj_1662,"LINESTRING (-21.91398700013528 64.14461340011808, -21.9138582 64.14498399999999, -21.9122543 64.1451283)",7
1207,7583,781,"LINESTRING (-21.8464455 64.12006890000001, -21.8466406 64.1204293)",56
1208,7583,8351,"LINESTRING (-21.8464455 64.12006890000001, -21.8468792 64.1201997)",9
1209,7583,9690,"LINESTRING (-21.8464455 64.12006890000001, -21.8458391 64.1191467)",28
1210,7593,new_obj_161,"LINESTRING (-21.7924339 64.10252370000001, -21.79096817640264 64.1024199405401)",6
1211,7599,10800,"LINESTRING (-21.8634482 64.1211022, -21.8640781 64.1211711)",9
1212,7599,new_obj_471,"LINESTRING (-21.8634482 64.1211022, -21.86081924982767 64.12088450029952)",3
1213,7601,8777,"LINESTRING (-21.7676255 64.1314383, -21.7684393 64.1304657)",35
1214,7602,5151,"LINESTRING (-21.6548145 64.13165619999999, -21.6530764 64.1308768)",173
1215,7602,new_obj_1109,"LINESTRING (-21.6548145 64.13165619999999, -21.66424105005607 64.1374904501465)",142
1216,7610,2320,"LINESTRING (-21.71527 64.14507570000001, -21.7214544 64.1366857)",15
1217,7615,3897,"LINESTRING (-21.6195221 64.11208310000001, -21.6215828 64.1114161)",60
1218,7628,new_obj_732,"LINESTRING (-21.8120007 64.1283904, -21.81205479998221 64.12746730002718)",89
1219,7628,new_obj_765,"LINESTRING (-21.8120007 64.1283904, -21.81214225010878 64.12868685004338)",96
1220,7643,12254,"LINESTRING (-21.7630943 64.2063837, -21.7614018 64.20792520000001)",15
1221,7652,701,"LINESTRING (-21.7975269 64.12501469999999, -21.7974928 64.12473540000001)",14
1222,7655,new_obj_1041,"LINESTRING (-21.9307782 64.1327407, -21.92847508485923 64.13219107910155)",10
1223,7667,1386,"LINESTRING (-21.9856532 64.1524828, -21.9859655 64.15286469999999)",408
1224,7667,new_obj_2112,"LINESTRING (-21.9856532 64.1524828, -21.98422235014387 64.15154855012126)",13
1225,7670,new_obj_1247,"LINESTRING (-21.8767281 64.1298343, -21.88185865004843 64.13068925003397)",2318
1226,7670,new_obj_829,"LINESTRING (-21.8767281 64.1298343, -21.8750849000559 64.130020350031)",12
1227,7670,new_obj_838,"LINESTRING (-21.8767281 64.1298343, -21.87543210011671 64.12961600004584)",110
1228,7672,new_obj_411,"LINESTRING (-21.79268 64.12061319999999, -21.79258763586853 64.12007091034249)",6
1229,7677,new_obj_2206,"LINESTRING (-21.5951675 64.16532290000001, -21.59626844991009 64.16577885016849)",15
1230,7682,12869,"LINESTRING (-21.7026058 64.196191, -21.7008619 64.1954865)",1937
1231,7682,13081,"LINESTRING (-21.7124047 64.207643, -21.7105769 64.2068716, -21.7026058 64.196191)",440
1232,7684,9406,"LINESTRING (-21.8538631 64.1259689, -21.849921 64.12529979999999)",120
1233,7684,new_obj_688,"LINESTRING (-21.8538631 64.1259689, -21.85681154967251 64.12637395016679)",3007
1234,7690,4464,"LINESTRING (-21.7066879 64.1647189, -21.7069459 64.1648929)",84
1235,7692,new_obj_796,"LINESTRING (-21.9516931 64.1288639, -21.95213485001997 64.12897800003604)",15
1236,7706,1840,"LINESTRING (-21.88419 64.2367101, -21.881812 64.2372372)",15
1237,7707,11223,"LINESTRING (-21.9303345 64.1419645, -21.9293171 64.14222119999999)",3
1238,7726,12937,"LINESTRING (-21.9496807 64.13231759999999, -21.9507321 64.1325447)",2
1239,7737,1869,"LINESTRING (-21.9321882 64.136138, -21.9278807 64.1358937)",75
1240,7737,new_obj_1172,"LINESTRING (-21.9321882 64.136138, -21.9331708386653 64.13621239709029)",1169
1241,7750,new_obj_136,"LINESTRING (-21.715947 64.1044227, -21.71581615010797 64.10374225010747)",2
1242,7766,new_obj_1396,"LINESTRING (-21.78057320210984 64.14037664975969, -21.7844071 64.13976390000001, -21.7882182 64.13974930000001)",4
1243,7766,new_obj_1431,"LINESTRING (-21.7882182 64.13974930000001, -21.78927074920749 64.13979596612673)",271
1244,7771,12925,"LINESTRING (-21.860452 64.1340263, -21.8604086 64.1342509)",8
1245,7771,new_obj_917,"LINESTRING (-21.860452 64.1340263, -21.8591349210622 64.13200151589065)",7
1246,7797,new_obj_2132,"LINESTRING (-21.757335 64.1567392, -21.75603237690703 64.15660027998645)",15
1247,7824,new_obj_136,"LINESTRING (-21.7171362 64.1043183, -21.71581615010797 64.10374225010747)",2
1248,7830,339,"LINESTRING (-21.7005063 64.2934621, -21.7044602 64.29173230000001)",15
1249,7837,7944,"LINESTRING (-21.8182199 64.0985376, -21.8208884 64.098552)",11
1250,7842,3804,"LINESTRING (-21.7079016 64.11445519999999, -21.7074754 64.1194874)",16
1251,7842,4780,"LINESTRING (-21.7079016 64.11445519999999, -21.708518 64.1135709)",6
1252,7842,4835,"LINESTRING (-21.7079016 64.11445519999999, -21.7010879 64.1124762)",7
1253,7843,8244,"LINESTRING (-21.5515786 64.19756889999999, -21.548489 64.19604750000001)",30
1254,7880,12031,"LINESTRING (-21.7104505 64.185557, -21.7057252 64.1848924)",15
1255,7889,7797,"LINESTRING (-21.7589538 64.1568852, -21.757335 64.1567392)",15
1256,7904,new_obj_363,"LINESTRING (-21.7944775 64.11820849999999, -21.78853708842111 64.11722532721809)",6
1257,7904,new_obj_385,"LINESTRING (-21.7944775 64.11820849999999, -21.79833136170799 64.11884703909524)",66
1258,7908,2496,"LINESTRING (-21.945526 64.1558065, -21.9464127 64.15554729999999)",15
1259,7917,4462,"LINESTRING (-21.7657015 64.30263290000001, -21.7682177 64.3026926)",298
1260,7924,1434,"LINESTRING (-21.8378964 64.2744186, -21.8376488 64.27376219999999)",1495
1261,7924,1803,"LINESTRING (-21.8378964 64.2744186, -21.8374376 64.2745946)",244
1262,7944,7404,"LINESTRING (-21.8208884 64.098552, -21.82170890004933 64.09850485016139, -21.8235534 64.09857820000001)",11
1263,7952,2486,"LINESTRING (-21.7468941 64.32638059999999, -21.7454143 64.32759179999999)",258
1264,7952,10754,"LINESTRING (-21.7468941 64.32638059999999, -21.7571247 64.3203613)",1219
1265,7953,new_obj_410,"LINESTRING (-21.83860120002536 64.11993320010335, -21.83775354990216 64.11940365016486, -21.8370984 64.1193105)",30
1266,7955,11827,"LINESTRING (-21.8417881 64.0938891, -21.8402231 64.0931178)",1
1267,7958,13350,"LINESTRING (-21.4316465 64.2332236, -21.4316949 64.232871)",15
1268,7960,6860,"LINESTRING (-21.5895134 64.32641510000001, -21.58823520014144 64.33210630005063, -21.5872794 64.3333224)",4
1269,7960,9461,"LINESTRING (-21.5895134 64.32641510000001, -21.6042528 64.32232089999999)",56
1270,7969,12932,"LINESTRING (-21.4466782 64.2989354, -21.4549068 64.2989352)",15
1271,7971,15214,"LINESTRING (-21.889031 64.1495527, -21.8923434 64.14782150000001)",12
1272,7978,8243,"LINESTRING (-21.5185224 64.30544039999999, -21.5208465 64.3054037)",46
1273,7978,10052,"LINESTRING (-21.5185224 64.30544039999999, -21.5108818 64.30559719999999)",25
1274,7981,805,"LINESTRING (-21.579601 64.1251372, -21.6325707 64.1272744)",15
1275,8010,new_obj_2385,"LINESTRING (-21.57684289991417 64.30683794645732, -21.5773319 64.3065446, -21.5782432 64.30601679999999)",105
1276,8011,7333,"LINESTRING (-21.882234 64.1459943, -21.882161 64.14622749999999, -21.8819519 64.14671)",4
1277,8011,12492,"LINESTRING (-21.882234 64.1459943, -21.8824412 64.1451912)",1
1278,8012,new_obj_679,"LINESTRING (-21.7326911 64.126501, -21.73183060427766 64.12700011752079)",2
1279,8017,12994,"LINESTRING (-21.7264515 64.1599133, -21.7251531 64.1589482)",36
1280,8017,new_obj_2155,"LINESTRING (-21.7264515 64.1599133, -21.72465230007126 64.15899505003405)",3
1281,8020,3642,"LINESTRING (-21.9538149 64.150068, -21.9529805 64.1498831)",4
1282,8022,10721,"LINESTRING (-21.6102955 64.3404499, -21.5934402 64.3400774, -21.592378 64.33989390000001, -21.5918193 64.3396894)",13
1283,8028,344,"LINESTRING (-21.343568 64.363508, -21.3484037 64.36239930000001, -21.34879 64.3622838, -21.354282 64.356601)",84
1284,8028,2846,"LINESTRING (-21.343568 64.363508, -21.3381989 64.36384940000001)",404
1285,8044,3685,"LINESTRING (-21.6268309 64.0993308, -21.6288839 64.1001552)",30
1286,8054,new_obj_2058,"LINESTRING (-21.8174881 64.1542894, -21.81537478465263 64.15352813848345)",15
1287,8055,new_obj_125,"LINESTRING (-21.8299831 64.1021181, -21.83053125697427 64.10141728064185)",20
1288,8055,new_obj_160,"LINESTRING (-21.8299831 64.1021181, -21.828942509505 64.10230723139617)",2
